kospi,kosdaq,sp500,nasdaq,exchangerate,bok,price_gold,price_btc
3263.88,1011.56,4246.44,14253.27,1133.57,0.5,65170.0,37826000.0
3276.19,1016.46,4241.84,14271.73,1135.85,0.5,65350.0,39079000.0
3286.1,1012.62,4266.49,14369.71,1130.78,0.5,65100.0,40177000.0
3302.84,1012.13,4280.7,14360.39,1127.12,0.5,64790.0,37101000.0
3301.89,1017.91,4290.61,14500.51,1130.04,0.5,65030.0,39997000.0
3286.68,1022.52,4291.8,14528.33,1131.62,0.5,64800.0,41482000.0
3296.68,1029.96,4297.5,14503.95,1130.48,0.5,64120.0,40685000.0
3282.06,1035.64,4319.94,14522.38,1134.33,0.5,65020.0,39335000.0
3281.78,1038.18,4352.34,14639.33,1130.53,0.5,65200.0,39417000.0
3305.21,1044.96,4343.54,14663.64,1136.75,0.5,65950.0,39814000.0
3285.34,1047.36,4358.13,14665.06,1141.5,0.5,66210.0,39692000.0
3252.68,1034.48,4320.82,14559.78,1146.59,0.5,66450.0,39022000.0
3217.95,1028.93,4369.55,14701.92,1143.73,0.5,66690.0,39825000.0
3246.47,1034.64,4384.63,14733.24,1146.85,0.5,66690.0,39137000.0
3271.38,1043.31,4369.21,14677.65,1149.94,0.5,66770.0,38753000.0
3264.81,1044.98,4374.3,14644.95,1144.22,0.5,67210.0,38602000.0
3286.22,1054.31,4360.03,14543.13,1141.59,0.5,67380.0,37576000.0
3276.91,1051.98,4327.16,14427.24,1141.51,0.5,67030.0,37101000.0
3244.04,1049.83,4258.63,14274.98,1150.83,0.5,66890.0,36711000.0
3232.7,1043.64,4323.21,14498.88,1147.47,0.5,67330.0,35256000.0
3215.91,1042.03,4358.69,14631.95,1149.31,0.5,67310.0,38010000.0
3250.21,1050.25,4367.48,14684.6,1150.55,0.5,66720.0,37910000.0
3254.42,1055.5,4411.8,14836.99,1151.52,0.5,66940.0,39135000.0
3224.95,1047.63,4422.23,14840.71,1152.54,0.5,67200.0,43066000.0
3232.53,1046.55,4401.46,14660.58,1154.25,0.5,66630.0,45616000.0
3236.86,1035.68,4400.65,14762.58,1150.27,0.5,67120.0,46334000.0
3242.65,1044.13,4419.15,14778.26,1143.12,0.5,66940.0,45980000.0
3202.32,1031.14,4395.26,14672.68,1151.41,0.5,67540.0,48516000.0
3223.04,1037.8,4387.11,14681.07,1150.18,0.5,67070.0,45403000.0
3237.14,1036.11,4423.15,14761.3,1148.44,0.5,67010.0,44859000.0
3280.38,1047.93,4402.68,14780.53,1144.76,0.5,66870.0,45777000.0
3276.13,1059.54,4429.1,14895.12,1142.59,0.5,66620.0,47132000.0
3270.36,1059.8,4436.52,14835.76,1144.93,0.5,66310.0,49332000.0
3260.42,1060.0,4432.35,14860.18,1146.89,0.5,64710.0,53011000.0
3243.19,1052.07,4436.75,14788.09,1152.7,0.5,64880.0,52331000.0
3220.62,1051.92,4447.7,14765.14,1153.98,0.5,65260.0,52561000.0
3208.38,1054.09,4460.84,14816.26,1162.98,0.5,65760.0,52058000.0
3171.29,1040.78,4468.0,14822.9,1161.37,0.5,66220.0,55299000.0
3143.09,1011.05,4448.08,14656.18,1177.3,0.5,67800.0,52536000.0
3158.93,1021.08,4400.27,14525.91,1170.03,0.5,67290.0,52705000.0
3097.83,991.15,4405.8,14541.79,1176.28,0.5,67150.0,54941000.0
3060.51,967.9,4441.67,14714.66,1175.15,0.5,67640.0,57646000.0
3090.21,993.18,4479.54,14942.65,1169.36,0.5,67240.0,57725000.0
3138.3,1013.18,4486.23,15019.8,1163.65,0.5,67480.0,56107000.0
3146.81,1017.78,4496.19,15041.86,1163.87,0.5,67270.0,57154000.0
3128.53,1020.44,4469.91,14945.81,1170.53,0.75,67070.0,55200000.0
3133.9,1023.51,4509.37,15129.5,1161.23,0.75,67470.0,57421000.0
3144.19,1031.84,4528.79,15265.89,1164.34,0.75,67570.0,55631000.0
3199.27,1038.33,4522.68,15259.24,1158.73,0.75,67410.0,55160000.0
3207.02,1045.98,4524.09,15309.38,1155.47,0.75,67380.0,56480000.0
3175.85,1047.19,4536.95,15331.18,1158.05,0.75,67500.0,57297000.0
3201.06,1053.85,4535.43,15363.52,1154.28,0.75,67310.0,57830000.0
3187.42,1054.43,4520.03,15374.33,1161.98,0.75,67540.0,56620000.0
3162.99,1037.22,4514.07,15286.64,1166.54,0.75,67320.0,55623000.0
3114.7,1034.62,4493.28,15248.25,1169.64,0.75,67280.0,55826000.0
3125.76,1037.91,4458.58,15115.49,1170.23,0.75,67590.0,54910000.0
3127.86,1026.34,4468.73,15105.58,1172.83,0.75,67580.0,54286000.0
3148.83,1037.74,4443.05,15037.76,1172.23,0.75,67470.0,56557000.0
3153.4,1042.79,4480.7,15161.53,1166.23,0.75,67780.0,57127000.0
3130.09,1039.43,4473.76,15181.92,1175.19,0.75,67390.0,57248000.0
3140.51,1046.12,4432.99,15043.97,1180.69,0.75,66800.0,57616000.0
3127.58,1036.26,4448.98,15052.24,1174.63,0.75,66900.0,54363000.0
3125.24,1037.03,4455.48,15047.7,1179.68,0.75,66590.0,52158000.0
3133.64,1034.82,4443.11,14969.97,1177.94,0.75,66740.0,51693000.0
3097.92,1012.51,4352.63,14546.68,1187.16,0.75,66630.0,50268000.0
3060.27,1001.46,4359.46,14512.44,1187.11,0.75,66380.0,50804000.0
3068.82,1003.27,4307.54,14448.58,1184.23,0.75,66170.0,53473000.0
3019.18,983.2,4357.05,14566.7,1180.35,0.75,66930.0,58386000.0
2962.17,955.37,4345.72,14433.83,1186.48,0.75,67180.0,61800000.0
2908.31,922.36,4363.55,14501.91,1190.21,0.75,67240.0,67121000.0
2959.46,953.43,4399.76,14654.02,1190.88,0.75,67500.0,65474000.0
2956.3,953.11,4391.36,14579.54,1196.79,0.75,67650.0,65982000.0
2916.38,940.15,4350.64,14465.92,1197.29,0.75,67950.0,69211000.0
2944.41,953.47,4363.8,14571.64,1186.18,0.75,67740.0,69925000.0
2988.64,983.43,4438.23,14823.43,1181.69,0.75,68270.0,69753000.0
3015.06,990.54,4471.37,14897.34,1182.07,0.75,68040.0,75707000.0
3006.68,993.86,4486.48,15021.81,1185.47,0.75,67500.0,76494000.0
3029.04,1005.35,4519.63,15129.09,1175.13,0.75,67460.0,78715000.0
3013.13,1001.62,4536.19,15121.68,1175.63,0.75,67200.0,79630000.0
3007.33,993.7,4549.78,15215.7,1177.78,0.75,67690.0,76196000.0
3006.16,995.07,4544.9,15090.2,1177.48,0.75,67800.0,74283000.0
3020.54,994.31,4566.48,15226.71,1168.02,0.75,67750.0,76280000.0
3049.08,1011.76,4574.79,15235.72,1167.95,0.75,67850.0,73012000.0
3025.49,1008.95,4551.68,15235.84,1172.05,0.75,67560.0,71646000.0
3009.55,1000.13,4596.42,15448.12,1168.44,0.75,68010.0,72947000.0
2970.68,992.33,4605.38,15498.39,1174.47,0.75,67720.0,74641000.0
2978.94,998.57,4613.67,15595.92,1177.45,0.75,67700.0,72422000.0
3013.49,1009.44,4630.65,15649.6,1178.48,0.75,67950.0,74162000.0
2975.71,1005.0,4660.57,15811.58,1178.78,0.75,67840.0,74674000.0
2983.22,1001.43,4680.06,15940.31,1185.75,0.75,67620.0,73757000.0
2969.27,1001.35,4697.53,15971.59,1181.05,0.75,68380.0,74108000.0
2960.2,1002.5,4701.7,15982.36,1180.84,0.75,69130.0,81504000.0
2962.46,1008.68,4685.25,15886.54,1178.4,0.75,69140.0,80729000.0
2930.17,987.75,4646.71,15622.7,1185.04,0.75,69400.0,79520000.0
2924.92,992.65,4649.27,15704.28,1182.39,0.75,70370.0,78842000.0
2968.8,1009.07,4682.85,15860.96,1179.2,0.75,70390.0,78179000.0
2999.52,1029.03,4682.81,15853.85,1183.42,0.75,70290.0,77559000.0
2997.21,1035.46,4700.9,15973.85,1183.85,0.75,70570.0,73884000.0
2962.42,1031.26,4688.67,15921.57,1180.46,0.75,70510.0,73962000.0
2947.38,1032.77,4706.64,15993.71,1182.37,0.75,70700.0,70388000.0
2971.02,1041.92,4697.96,16057.44,1187.1,0.75,70820.0,71782000.0
3013.25,1032.31,4682.95,15854.76,1190.08,0.75,70340.0,70416000.0
2997.33,1013.72,4690.7,15775.14,1189.08,0.75,69200.0,71618000.0
2994.29,1020.13,4701.46,15845.23,1188.77,0.75,68600.0,71670000.0
2936.44,1005.89,4594.62,15491.66,1194.43,1.0,69220.0,68329000.0
2909.32,992.34,4655.27,15782.83,1190.69,1.0,69090.0,72200000.0
2839.01,965.63,4567.0,15537.69,1182.71,1.0,68840.0,70566000.0
2899.72,977.15,4513.04,15254.05,1176.93,1.0,68200.0,70915000.0
2945.27,977.43,4577.1,15381.32,1176.74,1.0,68020.0,70204000.0
2968.33,998.47,4538.43,15085.47,1181.0,1.0,68170.0,67962000.0
2973.25,991.87,4591.67,15225.15,1180.54,1.0,68390.0,62600000.0
2991.72,996.64,4686.75,15686.92,1176.73,1.0,68210.0,63063000.0
3001.8,1006.04,4701.21,15786.99,1175.19,1.0,68360.0,62063000.0
3029.57,1022.87,4667.45,15517.37,1178.15,1.0,68280.0,59307000.0
3010.23,1011.57,4712.02,15630.6,1180.86,1.0,68210.0,59705000.0
3001.66,1005.96,4669.15,15413.28,1184.91,1.0,68460.0,58417000.0
2987.95,1002.81,4634.09,15237.64,1185.19,1.0,68380.0,59705000.0
2989.39,1003.52,4709.84,15565.58,1184.57,1.0,68110.0,61046000.0
3006.41,1007.86,4668.67,15180.43,1186.29,1.0,68400.0,59547000.0
3017.73,1001.26,4620.64,15169.68,1187.7,1.0,68860.0,57914000.0
2963.0,990.51,4568.02,14980.94,1189.53,1.0,69210.0,57803000.0
2975.03,996.6,4649.23,15341.09,1190.67,1.0,68910.0,59920000.0
2984.48,1000.13,4696.56,15521.89,1190.21,1.0,68820.0,59614000.0
2998.17,1003.31,4725.78,15653.37,1185.55,1.0,69120.0,61480000.0
2999.55,1011.36,4791.19,15871.26,1185.61,1.0,69150.0,61400000.0
3020.24,1027.44,4786.36,15781.72,1188.09,1.0,69400.0,58278000.0
2993.29,1028.05,4793.06,15766.22,1184.7,1.0,69130.0,56989000.0
2977.65,1033.98,4778.73,15741.56,1189.36,1.0,68950.0,57155000.0
2988.77,1037.83,4796.56,15832.8,1193.0,1.0,70090.0,56626000.0
2989.24,1031.66,4793.54,15622.72,1197.49,1.0,69520.0,56030000.0
2953.97,1009.62,4700.58,15100.17,1198.2,1.0,70080.0,53788000.0
2920.53,980.3,4696.05,15080.86,1204.95,1.0,69720.0,53245000.0
2954.89,995.16,4677.02,14935.9,1197.63,1.0,69390.0,51356000.0
2926.72,980.38,4670.29,14942.83,1198.04,1.0,69300.0,51163000.0
2927.38,969.92,4713.07,15153.45,1192.31,1.0,69620.0,52334000.0
2972.48,991.33,4726.35,15188.39,1185.87,1.0,69800.0,53373000.0
2962.09,983.25,4659.02,14806.81,1186.11,1.0,69860.0,51739000.0
2921.92,971.39,4662.85,14893.75,1190.07,1.25,69740.0,52247000.0
2864.24,943.94,4577.34,14506.9,1192.69,1.25,69600.0,51132000.0
2842.28,933.9,4532.76,14340.25,1188.13,1.25,69520.0,50237000.0
2862.68,958.7,4482.73,14154.02,1192.42,1.25,70350.0,49665000.0
2834.29,942.85,4397.93,13768.92,1192.51,1.25,70490.0,45225000.0
2792.0,915.4,4410.13,13855.13,1195.59,1.25,70620.0,44726000.0
2720.39,889.44,4356.45,13539.3,1196.35,1.25,70810.0,44872000.0
2709.24,882.09,4349.93,13542.12,1197.03,1.25,71020.0,45026000.0
2614.49,849.23,4326.5,13352.78,1203.77,1.25,70210.0,45775000.0
2663.34,872.87,4431.85,13770.57,1209.56,1.25,69860.0,46606000.0
2707.82,891.6,4477.44,13878.82,1199.47,1.25,70100.0,45754000.0
2750.26,902.87,4500.54,14098.01,1198.25,1.25,69720.0,50604000.0
2745.06,899.4,4483.87,14015.67,1196.87,1.25,70010.0,53471000.0
2746.47,895.27,4521.54,14194.45,1196.35,1.25,70240.0,53698000.0
2768.85,910.53,4587.18,14490.37,1194.05,1.25,70430.0,53551000.0
2771.93,895.68,4504.06,14185.64,1199.83,1.25,70490.0,53004000.0
2747.71,877.42,4418.64,13791.15,1199.48,1.25,70360.0,51792000.0
2704.48,852.79,4401.67,13790.92,1197.32,1.25,71390.0,51607000.0
2676.54,839.92,4471.07,14139.76,1196.76,1.25,72270.0,53706000.0
2729.68,878.15,4475.01,14124.09,1196.53,1.25,71210.0,53183000.0
2744.09,874.22,4380.26,13716.72,1198.63,1.25,72070.0,49277000.0
2744.52,881.71,4348.87,13548.07,1195.59,1.25,72430.0,48932000.0
2706.79,868.11,4304.74,13381.52,1191.9,1.25,72990.0,46429000.0
2719.53,877.33,4225.5,13037.49,1192.44,1.25,72550.0,45431000.0
2648.8,848.21,4288.7,13473.58,1206.05,1.25,74360.0,46816000.0
2676.76,872.98,4384.62,13694.62,1197.57,1.25,73360.0,47818000.0
2699.18,881.07,4373.79,13751.4,1200.12,1.25,73500.0,52152000.0
2703.52,895.45,4386.54,13752.02,1203.16,1.25,74370.0,53398000.0
2747.08,912.32,4363.49,13537.94,1205.54,1.25,74080.0,51780000.0
2713.43,900.96,4328.87,13313.44,1217.45,1.25,74930.0,48411000.0
2651.31,881.54,4201.09,12830.96,1232.14,1.25,76960.0,47399000.0
2622.4,870.14,4170.62,12795.55,1233.53,1.25,78360.0,48199000.0
2680.32,889.08,4259.52,13129.96,1228.83,1.25,77130.0,48905000.0
2661.28,891.71,4204.31,12843.81,1237.08,1.25,77780.0,48232000.0
2645.65,872.44,4173.11,12581.22,1240.64,1.25,78010.0,49159000.0
2621.53,871.22,4262.45,12948.62,1240.62,1.25,76740.0,48604000.0
2659.23,891.8,4357.95,13436.55,1225.35,1.25,75790.0,50452000.0
2694.51,914.13,4411.67,13614.78,1209.89,1.25,75170.0,50035000.0
2707.02,922.96,4463.09,13893.84,1211.15,1.25,75000.0,50737000.0
2686.05,918.4,4461.18,13838.46,1217.55,1.25,75080.0,50081000.0
2710.0,924.67,4511.61,14108.82,1215.07,1.25,75400.0,51755000.0
2735.05,930.57,4456.23,13922.6,1218.62,1.25,74700.0,52150000.0
2729.66,931.75,4520.16,14191.84,1219.58,1.25,75650.0,52886000.0
2729.98,934.69,4543.04,14169.3,1225.08,1.25,76150.0,53889000.0
2729.56,927.11,4575.52,14354.9,1223.65,1.25,75920.0,56868000.0
2741.07,937.83,4631.6,14619.64,1207.35,1.25,75270.0,57047000.0
2746.74,939.07,4602.45,14442.27,1210.31,1.25,74920.0,56674000.0
2757.65,944.53,4530.41,14220.52,1214.17,1.25,74990.0,55442000.0
2739.85,940.57,4545.86,14261.5,1219.73,1.25,75600.0,56502000.0
2757.9,947.32,4582.64,14532.55,1213.75,1.25,75150.0,57026000.0
2759.2,952.47,4525.12,14204.17,1218.22,1.25,75210.0,56149000.0
2735.03,943.13,4481.15,13888.82,1217.48,1.25,75260.0,53020000.0
2695.86,927.95,4500.21,13897.3,1222.55,1.25,75390.0,53808000.0
2700.39,934.73,4488.28,13711.0,1229.19,1.25,75880.0,52910000.0
2693.1,921.83,4412.53,13411.96,1234.32,1.25,76610.0,49884000.0
2666.76,913.82,4397.45,13371.57,1228.08,1.25,77400.0,50402000.0
2716.49,927.31,4446.59,13643.59,1223.23,1.25,77440.0,51410000.0
2716.71,928.01,4392.59,13351.08,1230.15,1.5,77350.0,49947000.0
2693.21,918.23,4391.69,13332.36,1235.22,1.5,78340.0,50767000.0
2718.89,931.56,4462.21,13619.66,1239.53,1.5,78250.0,51446000.0
2718.69,928.93,4459.45,13453.07,1233.66,1.5,76830.0,51420000.0
2728.21,929.68,4393.66,13174.65,1242.81,1.5,77490.0,50878000.0
2704.71,922.78,4271.78,12839.29,1244.11,1.5,77650.0,49942000.0
2657.13,899.84,4296.12,13004.85,1250.1,1.5,76790.0,50633000.0
2668.31,911.16,4175.2,12490.74,1260.67,1.5,76550.0,48710000.0
2639.06,896.18,4183.96,12488.93,1266.27,1.5,77150.0,49918000.0
2667.49,892.22,4287.5,12871.53,1272.11,1.5,76780.0,50549000.0
2695.05,904.75,4131.93,12334.64,1263.48,1.5,77120.0,49715000.0
